#,Type,DocNum,Description,Custom Entry,AddID,CardName,TaxDate,NumAtCard,U_CUINNUMBER,Taxable Amount,VAT AMOUNT
24538,Local,512885,Goods & Services,,P051428833J,KALON FOODS LIMITED,15/08/2023,2003900000384,,-8353.44,-1336.55
24539,Local,512886,Goods & Services,,P051096306W,BEAUTYLAND LTD,15/08/2023,2003900000385,,-3352.94,-536.47
24540,Local,512888,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,15/08/2023,2003900000387,,-510.31,-81.65
24541,Local,512889,Goods & Services,,P051133389C,MILL BAKERS LIMITED,15/08/2023,GRN01624,,-1331,-212.96
24542,Local,512891,Goods & Services,,P000595253B,TRUFOODS LIMITED T F,15/08/2023,GRN01674,,-2017.25,-322.76
24543,Local,512896,Goods & Services,,P051133092U,HEALTHY U TWO THOUSAND LTD,15/08/2023,2005900000535,,-9198.5,-1471.76
24544,Local,512897,Goods & Services,,P051384496Q,LAKI LAKI LIMITED,15/08/2023,INV143632,,-631.5,-101.04
24545,Local,512898,Goods & Services,,P051116172X,BROOKSIDE DAIRY,15/08/2023,206900000253,,-159.5,-25.52
24546,Local,512899,Goods & Services,,P051416459M,MORANI LIMITED,15/08/2023,2006900000254,,-284.5,-45.52
24547,Local,512900,Goods & Services,,P000624346S,MJENGO LIMITED,15/08/2023,2006900000255,,-3426,-548.16
24548,Local,512901,Goods & Services,,P000601347I,PROMASIDOR KENYA LTD,15/08/2023,2006900000256,,-523.06,-83.69
24549,Local,512902,Goods & Services,,P051384496Q,LAKI LAKI LIMITED,15/08/2023,INV#144503,,-3555,-568.8
24550,Local,512903,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,15/08/2023,2007900000585,,-413,-66.08
24551,Local,512904,Goods & Services,,P052118057C,ECOPACK LIMITED,15/08/2023,2007900000586,,-645.69,-103.31
24552,Local,512905,Goods & Services,,P051116172X,BROOKSIDE DAIRY,15/08/2023,2007900000587,,-184.5,-29.52
24553,Local,512906,Goods & Services,,P000608453C,SUNPOWER PRODUCTS LTD,15/08/2023,2007900000588,,-1144.38,-183.1
24554,Local,512907,Goods & Services,,P000608453C,SUNPOWER PRODUCTS LTD,15/08/2023,2007900000589,,-8904.69,-1424.75
24555,Local,512908,Goods & Services,,P051109124S,HAPPY COW,15/08/2023,2007900000590,,-714,-114.24
24556,Local,512909,Goods & Services,,P051546060I,TAIFA  IMPORTS LIMITED,15/08/2023,2007900000592,,-543.13,-86.9
24557,Local,512911,Goods & Services,,P000604356U,MIBISCO LTD,15/08/2023,2007900000594,,-196.56,-31.45
24558,Local,512913,Goods & Services,,P051507491R,THE WELL HUNG BUTCHER LTD SR,15/08/2023,2007900000597,,-2693.13,-430.9
24559,Local,512914,Goods & Services,,P000623664X,BROADWAYS BAKERY LTD,15/08/2023,2007900000599,,-260,-41.6
24560,Local,512916,Goods & Services,,P000592722P,FARMERS CHOICE LTD,15/08/2023,2007900000601,,-2772.38,-443.58
24561,Local,512917,Goods & Services,,P000611756Q,COCA COLA NAIROBI BOTTLERS LIMITED,15/08/2023,2007900000602,,-84482.75,-13517.24
24562,Local,512918,Goods & Services,,P051147260Z,MANJI FOOD INDUSTRIES LTD,15/08/2023,2007900000604,,-2742.75,-438.84
24563,Local,512921,Goods & Services,,P051116172X,BROOKSIDE DAIRY,15/08/2023,2009900000566,,-257.75,-41.24
24564,Local,512923,Goods & Services,,P000623337P,GITHUNGURI DAIRY FARMERS,15/08/2023,2009900000568,,-68.13,-10.9
24565,Local,512926,Goods & Services,,P000623664X,BROADWAYS BAKERY LTD,15/08/2023,2014900000563,,-162.5,-26
24566,Local,512928,Goods & Services,,P000605770A,CRYSTAL FROZEN AND CHILLED FOODS LTD,15/08/2023,2014900000565,,-484.94,-77.59
24567,Local,512930,Goods & Services,,P000591795D,RAZCO LTD,15/08/2023,2027900000454,,-1002.13,-160.34
24568,Local,512931,Goods & Services,,P051133389C,MILL BAKERS LIMITED,15/08/2023,2027900000457,,-87.94,-14.07
24569,Local,512932,Goods & Services,,P051392682J,KEVAN TRADERS LIMITED MISS MUFFINS,15/08/2023,2027900000458,,-795,-127.2
24570,Local,512933,Goods & Services,,P051690335B,BEST BUY COMMODITY LIMITED,15/08/2023,2027900000459,,-3810.38,-609.66
24571,Local,512935,Goods & Services,,P000611756Q,COCA COLA NAIROBI BOTTLERS LIMITED,15/08/2023,2027900000462,,-94827.56,-15172.41
24572,Local,512936,Goods & Services,,P051152671V,NEW KCC LTD,15/08/2023,2029900000348,,-130.5,-20.88
24573,Local,512937,Goods & Services,,P051116172X,BROOKSIDE DAIRY,15/08/2023,2029900000350,,-117.25,-18.76
24574,Local,512938,Goods & Services,,P000604356U,MIBISCO LTD,15/08/2023,2029900000351,,-146.56,-23.45
24575,Local,512940,Goods & Services,,P000605770A,CRYSTAL FROZEN AND CHILLED FOODS LTD,15/08/2023,2029900000353,,-1910.56,-305.69
24576,Local,512942,Goods & Services,,P051213434P,SMART GLOBAL LIMITED,15/08/2023,2029900000355,,-2420,-387.2
24577,Local,512943,Goods & Services,,P000604356U,MIBISCO LTD,15/08/2023,2014900000567,,-369,-59.04
24578,Local,512945,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,15/08/2023,2014900000569,,-5221.38,-835.42
24579,Local,512946,Goods & Services,,P000611756Q,COCA COLA NAIROBI BOTTLERS LIMITED,15/08/2023,2014900000575,,-81896.56,-13103.45
24580,Local,512947,Goods & Services,,P051096306W,BEAUTYLAND LTD,15/08/2023,INV93893,,-2133.63,-341.38
24581,Local,512949,Goods & Services,,P000608017P,KENYA NUT COMPANY,15/08/2023,2003900000376,,-4342.25,-694.76
24582,Local,512950,Goods & Services,,P051316010K,CANON CHEMICALS LTD,15/08/2023,2003900000377,,-530,-84.8
24583,Local,512951,Goods & Services,,P051116172X,BROOKSIDE DAIRY,15/08/2023,2003900000378,,-1137.13,-181.94
24584,Local,512952,Goods & Services,,P000606255Y,ROSHNI DIST LTD  R D,15/08/2023,2003900000379,,-1357.75,-217.24
24585,Local,512953,Goods & Services,,P000591795D,RAZCO LTD,15/08/2023,2003900000380,,-3463.75,-554.2
24586,Local,512956,Goods & Services,,P051109124S,HAPPY COW,15/08/2023,2029900000359,,-677.81,-108.45
24587,Local,512957,Goods & Services,,P051109124S,HAPPY COW,15/08/2023,2029900000360,,-6100.94,-976.15
24588,Local,512959,Goods & Services,,P000591334K,DEBENHAM AND FEAR LTD HQ,15/08/2023,2009900000570,,-18918.13,-3026.9
24589,Local,512960,Goods & Services,,P000623664X,BROADWAYS BAKERY LTD,15/08/2023,2009900000571,,-130,-20.8
24590,Local,512961,Goods & Services,,P000619398R,KENSALT LIMITED,15/08/2023,2009900000576,,-218,-34.88
24591,Local,512962,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,15/08/2023,2009900000578,,-132,-21.12
24592,Local,512963,Goods & Services,,P000640321D,ONE STOP ENTERPRISE,15/08/2023,2014900000577,,-5294,-847.04
24593,Local,512964,Goods & Services,,P051564009Z,JADE CONCEPTS LIMITED,15/08/2023,2014900000580,,-6747.44,-1079.59
24594,Local,512965,Goods & Services,,P051116172X,BROOKSIDE DAIRY,15/08/2023,2020900000553,,-246.56,-39.45
24595,Local,512966,Goods & Services,,P051699330Q,BIGCOLD KENYA SIMPLIFINE SHELF BREAD,15/08/2023,2020900000554,,-2145.63,-343.3
24596,Local,512967,Goods & Services,,P000623337P,GITHUNGURI DAIRY FARMERS,15/08/2023,2020900000555,,-88.25,-14.12
24597,Local,512968,Goods & Services,,P051211302Z,THE DREAM FACTORY KENYA LIMITED SR,15/08/2023,2020900000556,,-12465.94,-1994.55
24598,Local,512969,Goods & Services,,P051345577O,WEETABIX E.A LTD,15/08/2023,2020900000557,,-472.44,-75.59
24599,Local,512971,Goods & Services,,P000608017P,KENYA NUT COMPANY,15/08/2023,2020900000560,,-2178.31,-348.53
24600,Local,512972,Goods & Services,,P051428833J,KALON FOODS LIMITED,15/08/2023,2020900000561,,-14250,-2280
24601,Local,512974,Goods & Services,,P051152671V,NEW KCC LTD,15/08/2023,2020900000563,,-76.94,-12.31
24602,Local,512976,Goods & Services,,P000604356U,MIBISCO LTD,15/08/2023,2020900000565,,-65.5,-10.48
24603,Local,512977,Goods & Services,,P000623664X,BROADWAYS BAKERY LTD,15/08/2023,2020900000566,,-65,-10.4
24604,Local,512978,Goods & Services,,P051216674J,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,15/08/2023,2020900000567,,-1185.19,-189.63
24605,Local,512979,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,15/08/2023,2020900000568,,-3768.5,-602.96
24606,Local,512980,Goods & Services,,P000595253B,TRUFOODS LIMITED T F,15/08/2023,2020900000569,,-2330.13,-372.82
24607,Local,512982,Goods & Services,,P051605517B,GLOBAL SLACKER ENTERPRISES LTD,15/08/2023,2020900000573,,-7560.31,-1209.65
24608,Local,512983,Goods & Services,,P000592722P,FARMERS CHOICE LTD,15/08/2023,2022900000304,,-2305.5,-368.88
24609,Local,512984,Goods & Services,,P000623337P,GITHUNGURI DAIRY FARMERS,15/08/2023,2022900000306,,-4756.63,-761.06
24610,Local,512985,Goods & Services,,P000608453C,SUNPOWER PRODUCTS LTD,15/08/2023,2026900000363,,-1369.38,-219.1
24611,Local,512986,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,15/08/2023,2026900000364,,-1991.75,-318.68
24612,Local,512987,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,15/08/2023,2026900000365,,-56,-8.96
24613,Local,512988,Goods & Services,,P051116172X,BROOKSIDE DAIRY,16/08/2023,2003900000390,,-100,-16
24614,Local,512989,Goods & Services,,P000592659D,UNGA LTD,16/08/2023,2003900000391,,-471.75,-75.48
24615,Local,512990,Goods & Services,,P000623337P,GITHUNGURI DAIRY FARMERS,16/08/2023,2003900000392,,-110.38,-17.66
24616,Local,512991,Goods & Services,,P051109124S,HAPPY COW,16/08/2023,2003900000393,,-1043.5,-166.96
24617,Local,512992,Goods & Services,,P000624346S,MJENGO LIMITED,16/08/2023,2003900000394,,-3705.25,-592.84
24618,Local,512994,Goods & Services,,P051988514S,SUPER DUPER BARGAINS LTD SR,16/08/2023,2003900000402,,-9973.75,-1595.8
24619,Local,512995,Goods & Services,,P051183865E,EAST AFRICA STAR BAKERY,16/08/2023,2003900000403,,-1465.5,-234.48
24620,Local,512997,Goods & Services,,P000602486X,KITUI FLOUR MILLS LTD NBI MBSA,16/08/2023,2006900000258,,-459.44,-73.51
24621,Local,512999,Goods & Services,,P051116172X,BROOKSIDE DAIRY,16/08/2023,2007900000609,,-65.5,-10.48
24622,Local,513000,Goods & Services,,P051152671V,NEW KCC LTD,16/08/2023,2007900000610,,-35.5,-5.68
24623,Local,513002,Goods & Services,,P000604356U,MIBISCO LTD,16/08/2023,207900000612,,-65.5,-10.48
24624,Local,513004,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,16/08/2023,INV#939868,,-180,-28.8
24625,Local,513005,Goods & Services,,P051142408J,ZENKO KENYA LIMITED,16/08/2023,INV#IN424512,,-1551.75,-248.28
24626,Local,513008,Goods & Services,,P051418572O,HADIAH SUPPLIES LIMITED,16/08/2023,inv 1321,,-172.44,-27.59
24627,Local,513009,Goods & Services,,P000592659D,UNGA LTD,16/08/2023,2011900000713,,-1389.69,-222.35
24628,Local,513011,Goods & Services,,P051116172X,BROOKSIDE DAIRY,16/08/2023,2011900000716,,-357.75,-57.24
24629,Local,513013,Goods & Services,,P000604356U,MIBISCO LTD,16/08/2023,2011900000718,,-362.06,-57.93
24630,Local,513015,Goods & Services,,P051097257K,SPICE WORLD LTD,16/08/2023,2011900000721,,-2750,-440
24631,Local,513017,Goods & Services,,P051165050T,GILANI GOURMET LTD,16/08/2023,2011900000724,,-390,-62.4
24632,Local,513018,Goods & Services,,P000592722P,FARMERS CHOICE LTD DELI,16/08/2023,2011900000725,,-4333.31,-693.33
24633,Local,513019,Goods & Services,,P051126577H,NAIROBI JAVA HOUSE LTD,16/08/2023,2011900000728,,-13627.38,-2180.38
24634,Local,513021,Goods & Services,,P051207001L,GREENFOREST FOODS,16/08/2023,2011900000737,,-7909.88,-1265.58
24635,Local,513022,Goods & Services,,P051114630K,KAMILI PACKERS SUGAR ONLY,16/08/2023,2011900000739,,-2224.13,-355.86
24636,Local,513023,Goods & Services,,P051114630K,KAMILI PACKERS LIMITED NORMAL,16/08/2023,2011900000740,,-69,-11.04
24637,Local,513024,Goods & Services,,P051699330Q,BIGCOLD KENYA SIMPLIFINE SHELF BREAD,16/08/2023,2011900000773,,-960.75,-153.72
24638,Local,513025,Goods & Services,,P000592722P,FARMERS CHOICE LTD,16/08/2023,si+n000282905,,-92.25,-14.76
24639,Local,513026,Goods & Services,,P000592722P,FARMERS CHOICE LTD,16/08/2023,si+n000282034,,-686.5,-109.84
24640,Local,513030,Goods & Services,,P000604356U,MIBISCO LTD,16/08/2023,2018900000419,,-551.75,-88.28
24641,Local,513032,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,16/08/2023,2018900000421,,-294.56,-47.13
24642,Local,513033,Goods & Services,,P051564009Z,JADE CONCEPTS LIMITED,16/08/2023,2019900000370,,-3116.38,-498.62
24643,Local,513034,Goods & Services,,P051564009Z,JADE CONCEPTS LIMITED,16/08/2023,2019900000371,,-8543.13,-1366.9
24644,Local,513035,Goods & Services,,P000604356U,MIBISCO LTD,16/08/2023,2019900000372,,-931.06,-148.97
24645,Local,513037,Goods & Services,,P051097257K,SPICE WORLD LTD,16/08/2023,2019900000377,,-500,-80
24646,Local,513038,Goods & Services,,P052125154V,KIRAB TRADING COMPANY  LTD,16/08/2023,2019900000378,,-4029.31,-644.69
24647,Local,513039,Goods & Services,,P051865950V,JTC TECHNOLOGY KENYA LIMITED SR HQ,16/08/2023,2019900000387,,-22565.5,-3610.48
24648,Local,513040,Goods & Services,,P051116172X,BROOKSIDE DAIRY,16/08/2023,2019900000380,,-626.75,-100.28
24649,Local,513041,Goods & Services,,P051667186Z,KEA TRADING LIMITED,16/08/2023,2019900000381,,-1250,-200
24650,Local,513042,Goods & Services,,P000611792U,GLACIER PRODUCTS LTD G P,16/08/2023,2019900000382,,-2948.56,-471.77
24651,Local,513043,Goods & Services,,P051416450D,KHS PRODUCTS LIMITED SR HQ,16/08/2023,2019900000383,,-30714.69,-4914.35
24652,Local,513044,Goods & Services,,P051091807N,OSHO CHEMICAL INDUSTRIES LTD,16/08/2023,2019900000384,,-1099.56,-175.93
24653,Local,513045,Goods & Services,,P051546060I,TAIFA  IMPORTS LIMITED,16/08/2023,2019900000385,,-2948.25,-471.72
24654,Local,513046,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,16/08/2023,INV5363987,,-209.88,-33.58
24655,Local,513047,Goods & Services,,P000592722P,FARMERS CHOICE LTD,16/08/2023,SI+N000274906,,-409.5,-65.52
24656,Local,513048,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,16/08/2023,2023900000311,,-833.81,-133.41
24657,Local,513050,Goods & Services,,P051116172X,BROOKSIDE DAIRY,16/08/2023,2023900000316,,-58.63,-9.38
24658,Local,513052,Goods & Services,,P000623664X,BROADWAYS BAKERY LTD,16/08/2023,INV1906230372,,-28,-4.48
24659,Local,513055,Goods & Services,,P051507491R,THE WELL HUNG BUTCHER LTD SR,16/08/2023,INV 16116,,-405.19,-64.83
24660,Local,513058,Goods & Services,,P000592722P,FARMERS CHOICE LTD,16/08/2023,SI+N000278969,,-10419.81,-1667.17
24661,Local,513060,Goods & Services,,P051116172X,BROOKSIDE DAIRY,16/08/2023,2028900000396,,-208.63,-33.38
24662,Local,513063,Goods & Services,,P051546060I,TAIFA  IMPORTS LIMITED,16/08/2023,2028900000399,,-6400.88,-1024.14
24663,Local,513065,Goods & Services,,P051609019G,CALIBER FOODS LIMITED,16/08/2023,2028900000402,,-65.5,-10.48
24664,Local,513067,Goods & Services,,P051116172X,BROOKSIDE DAIRY,16/08/2023,2031900000391,,-326.75,-52.28
24665,Local,513068,Goods & Services,,P000623337P,GITHUNGURI DAIRY FARMERS,16/08/2023,2031900000392,,-152.25,-24.36
24666,Local,513069,Goods & Services,,P000595253B,TRUFOODS LIMITED T F,16/08/2023,2031900000393,,-1008.63,-161.38
24667,Local,513071,Goods & Services,,P000619398R,KENSALT LIMITED,16/08/2023,2031900000395,,-3120.13,-499.22
24668,Local,513072,Goods & Services,,P051530529X,SEVEN DAYS INTERNATIONAL K LTD,16/08/2023,2031900000397,,-5319,-851.04
24669,Local,513074,Goods & Services,,P051472068F,MALACHITE LIMITED BEER,16/08/2023,2007900000616,,-2001,-320.16
24670,Local,513075,Goods & Services,,P051472068F,MALACHITE LIMITED,16/08/2023,2007900000617,,-1250.31,-200.05
24671,Local,513076,Goods & Services,,P051472068F,MALACHITE LIMITED,16/08/2023,2007900000618,,-135344.81,-21655.17
24672,Local,513077,Goods & Services,,P051126512L,AQUAMIST LIMITED,16/08/2023,2007900000619,,-112500,-18000
24673,Local,513080,Goods & Services,,P051116172X,BROOKSIDE DAIRY,16/08/2023,2011900000784,,-48.25,-7.72
24674,Local,513083,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,16/08/2023,2011900000787,,-90,-14.4
24675,Local,513085,Goods & Services,,P000608453C,SUNPOWER PRODUCTS LTD,16/08/2023,2011900000790,,-6377.31,-1020.37
24676,Local,513086,Goods & Services,,P051146807W,NEW ITALYCOR LTD,16/08/2023,2011900000792,,-756,-120.96
24677,Local,513087,Goods & Services,,P000608453C,SUNPOWER PRODUCTS LTD,16/08/2023,201190000791,,-7006.81,-1121.09
24678,Local,513088,Goods & Services,,P051558804L,MASSATECH KENYA LIMITED SR,16/08/2023,2011900000794,,-775.88,-124.14
24679,Local,513090,Goods & Services,,P051564009Z,JADE CONCEPTS LIMITED,16/08/2023,2011900000796,,-238.81,-38.21
24680,Local,513091,Goods & Services,,P000623337P,GITHUNGURI DAIRY FARMERS,16/08/2023,2014900000603,,-46.19,-7.39
24681,Local,513092,Goods & Services,,P051124295A,MZURI SWEETS LIMITED,16/08/2023,2020900000576,,-595.81,-95.33
24682,Local,513094,Goods & Services,,P000623664X,BROADWAYS BAKERY LTD,16/08/2023,2020900000579,,-97.5,-15.6
24683,Local,513095,Goods & Services,,P051152671V,NEW KCC LTD,16/08/2023,2020900000580,,-372.25,-59.56
24684,Local,513097,Goods & Services,,P000604356U,MIBISCO LTD,16/08/2023,2020900000582,,-441.38,-70.62
24685,Local,513098,Goods & Services,,P000624346S,MJENGO LIMITED,16/08/2023,2020900000583,,-1452.38,-232.38
24686,Local,513099,Goods & Services,,P051988514S,SUPER DUPER BARGAINS LTD SR,16/08/2023,2020900000586,,-3050.13,-488.02
24687,Local,513100,Goods & Services,,P000596926F,KENCHIC FROZEN,16/08/2023,2020900000587,,-19656.81,-3145.09
24688,Local,513101,Goods & Services,,P051671866M,GROUPACO HOLDINGS LTD,16/08/2023,INV GHL 9539,,-977.56,-156.41
24689,Local,513103,Goods & Services,,P051699330Q,BIGCOLD KENYA SIMPLIFINE FROZEN AND CHILLED,16/08/2023,SINV098379,,-18645.5,-2983.28
24690,Local,513104,Goods & Services,,P051116172X,BROOKSIDE DAIRY,16/08/2023,2029900000361,,-1313,-210.08
24691,Local,513106,Goods & Services,,P000604356U,MIBISCO LTD,16/08/2023,2029900000363,,-124.13,-19.86
24692,Local,513107,Goods & Services,,P051699330Q,BIGCOLD KENYA SIMPLIFINE SHELF BREAD,16/08/2023,2029900000364,,-487.31,-77.97
24693,Local,513109,Goods & Services,,P000606255Y,ROSHNI DIST LTD  R D,16/08/2023,2029900000367,,-1745.69,-279.31
24694,Local,513110,Goods & Services,,P051131217Z,KENYA WINE AGENCIES KWAL,16/08/2023,2029900000369,,-817.56,-130.81
24695,Local,513111,Goods & Services,,P051428833J,KALON FOODS LIMITED,16/08/2023,20099000000370,,-650.69,-104.11
24696,Local,513112,Goods & Services,,P051671866M,GROUPACO HOLDINGS LTD,16/08/2023,2029900000372,,-410.31,-65.65
24697,Local,513114,Goods & Services,,P051585304D,BARAKA ISRAEL ENTERPRISES LTD SR,16/08/2023,2030900000496,,-6896.56,-1103.45
24698,Local,513115,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,16/08/2023,2030900000497,,-98.19,-15.71
24699,Local,513116,Goods & Services,,P051116172X,BROOKSIDE DAIRY,16/08/2023,2030900000498,,-2731.06,-436.97
24700,Local,513117,Goods & Services,,P000602315C,SUPA SNACKS LTD,16/08/2023,2030900000499,,-7474,-1195.84
24701,Local,513118,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,16/08/2023,200290000619,,-984.81,-157.57
24702,Local,513120,Goods & Services,,P051116172X,BROOKSIDE DAIRY,16/08/2023,2002900000621,,-238.81,-38.21
24703,Local,513121,Goods & Services,,P051473057E,SPARKLE BRANDS LIMITED,16/08/2023,2002900000624,,-337.94,-54.07
24704,Local,513123,Goods & Services,,P051120507D,KIM FAY EAST AFRICA LTD,16/08/2023,2002900000627,,-230.31,-36.85
24705,Local,513124,Goods & Services,,P051100668R,VIVEK INVESTMENT LIMITED,16/08/2023,2002900000628,,-436.44,-69.83
24706,Local,513127,Goods & Services,,P051701459E,ON DEMAND DISTRIBUTION HOUSE,16/08/2023,2002900000633,,-646.56,-103.45
24707,Local,513128,Goods & Services,,P051092899Z,EAST AFRICA SEA FOOD LTD,16/08/2023,2002900000635,,-840.5,-134.48
24708,Local,513130,Goods & Services,,P051767081V,KENMEAT LIMITED,16/08/2023,2002900000637,,-2150,-344
24709,Local,513131,Goods & Services,,P051767081V,KENMEAT LIMITED,16/08/2023,2002900000638,,-620.69,-99.31
24710,Local,513132,Goods & Services,,P000618594N,CHANDARIA INDUSTRIES  LTD,16/08/2023,2002900000639,,-1340.44,-214.47
24711,Local,513135,Goods & Services,,P051216674J,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,16/08/2023,2003900000407,,-2059,-329.44
24712,Local,513136,Goods & Services,,P051216674J,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,16/08/2023,2003900000408,,-1958.69,-313.39
24713,Local,513137,Goods & Services,,P051767081V,KENMEAT LIMITED,16/08/2023,2003900000410,,-2470.69,-395.31
24714,Local,513138,Goods & Services,,P000604356U,MIBISCO LTD,16/08/2023,2003900000411,,-212.06,-33.93
24715,Local,513140,Goods & Services,,P051152671V,NEW KCC LTD,16/08/2023,2003900000414,,-296.5,-47.44
24716,Local,513142,Goods & Services,,P051101477P,HUSEINI BAKERY LTD,16/08/2023,2003900000416,,-2488.81,-398.21
24717,Local,513143,Goods & Services,,P000596926F,KENCHIC FROZEN,16/08/2023,2003900000417,,-5334.56,-853.53
24718,Local,513146,Goods & Services,,P000640321D,ONE STOP ENTERPRISE,16/08/2023,2003900000421,,-2464,-394.24
24719,Local,513148,Goods & Services,,P051116172X,BROOKSIDE DAIRY,16/08/2023,200490000432,,-146.56,-23.45
24720,Local,513149,Goods & Services,,P051152671V,NEW KCC LTD,16/08/2023,2004900000433,,-71.69,-11.47
24721,Local,513151,Goods & Services,,P000604356U,MIBISCO LTD,16/08/2023,2004900000435,,-131.06,-20.97
24722,Local,513153,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,16/08/2023,2004900000437,,-1139.31,-182.29
24723,Local,513161,Goods & Services,,P051187194M,NORDA INDUSTRIES LTD.,16/08/2023,2004900000445,,-38.81,-6.21
24724,Local,513162,Goods & Services,,P000591317G,TWIGA CHEMICAL I LIMITED,16/08/2023,2004900000446,,-211.06,-33.77
24725,Local,513163,Goods & Services,,P051216674J,DEVYANI FOOD INDUSTRIES K LIMITED MILK AND YOGHURT,16/08/2023,2004900000447,,-715.31,-114.45
24726,Local,513164,Goods & Services,,P000624346S,MJENGO LIMITED,16/08/2023,2004800000448,,-248.31,-39.73
24727,Local,513165,Goods & Services,,P051392682J,KEVAN TRADERS LIMITED MISS MUFFINS,16/08/2023,2004900000449,,-1065,-170.4
24728,Local,513167,Goods & Services,,P051116172X,BROOKSIDE DAIRY,16/08/2023,2004900000418,,-1089.75,-174.36
24729,Local,513169,Goods & Services,,P000596923C,EXCEL CHEMICALS LTD,16/08/2023,2004900000421,,-124.38,-19.9
24730,Local,513175,Goods & Services,,P000609671I,KENPOLY MANUFACTURERS,16/08/2023,2004900000427,,-25,-4
24731,Local,513177,Goods & Services,,P000605770A,CRYSTAL FROZEN AND CHILLED FOODS LTD,16/08/2023,2004900000430,,-11321.38,-1811.42
24732,Local,513178,Goods & Services,,P000623337P,GITHUNGURI DAIRY FARMERS,16/08/2023,2007900000621,,-110.38,-17.66
24733,Local,513180,Goods & Services,,P000604356U,MIBISCO LTD,16/08/2023,2007900000624,,-379.31,-60.69
24734,Local,513181,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,16/08/2023,2007900000625,,-413.63,-66.18
24735,Local,513182,Goods & Services,,P000601246G,TROPICAL HEAT LTD,16/08/2023,2007900000626,,-1131.69,-181.07
24736,Local,513183,Goods & Services,,P000623664X,BROADWAYS BAKERY LTD,16/08/2023,2007900000628,,-162.5,-26
24737,Local,513184,Goods & Services,,P051103572S,JETLAK FOODS LTD,16/08/2023,2007900000629,,-622.88,-99.66
24738,Local,513185,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,16/08/2023,2007900000630,,-1788.25,-286.12
24739,Local,513186,Goods & Services,,P051100924G,KEVIAN KENYA LTD,16/08/2023,2007900000631,,-411.88,-65.9
24740,Local,513187,Goods & Services,,P051691789U,TWIRL ENTERPRISES LTD,16/08/2023,2007900000632,,-4137.94,-662.07
24741,Local,513188,Goods & Services,,P000595253B,TRUFOODS LIMITED T F,16/08/2023,2007900000633,,-317.75,-50.84
24742,Local,513189,Goods & Services,,P051133092U,HEALTHY U TWO THOUSAND LTD,16/08/2023,2007900000658,,-13166.38,-2106.62
24743,Local,513192,Goods & Services,,P051116172X,BROOKSIDE DAIRY,16/08/2023,2008900000476,,-274.19,-43.87
24744,Local,513193,Goods & Services,,P051149897W,C.DORMAN,16/08/2023,2011900000798,,-2676.69,-428.27
24745,Local,513194,Goods & Services,,P000601924H,BIO FOOD PRODUCTS LTD,16/08/2023,2011900000799,,-2083.44,-333.35
24746,Local,513195,Goods & Services,,P051384496Q,LAKI LAKI LIMITED,16/08/2023,2011900000800,,-2847.06,-455.53
24747,Local,513196,Goods & Services,,P000591538Q,NEW WESTLAND STORES,16/08/2023,2011900000801,,-132.75,-21.24
24748,Local,513197,Goods & Services,,P051384496Q,LAKI LAKI LIMITED,16/08/2023,2011900000742,,-637.69,-102.03
24749,Local,513198,Goods & Services,,P051103075Q,DPL FESTIVE  LIMITED,16/08/2023,2011900000743,,-89.94,-14.39
24750,Local,513201,Goods & Services,,P000604356U,MIBISCO LTD,16/08/2023,2011900000752,,-65.5,-10.48
24751,Local,513202,Goods & Services,,P051668344R,CAROLINES CUPCAKES SR,16/08/2023,2011900000753,,-267.25,-42.76
24752,Local,513205,Goods & Services,,P051116172X,BROOKSIDE DAIRY,16/08/2023,2011900000757,,-108.63,-17.38
24753,Local,513207,Goods & Services,,P000623664X,BROADWAYS BAKERY LTD,16/08/2023,2011900000760,,-97.5,-15.6
24754,Local,513209,Goods & Services,,P000601347I,PROMASIDOR KENYA LTD,16/08/2023,2013900000386,,-79.5,-12.72
24755,Local,513210,Goods & Services,,P051115895J,KENAFRIC BAKERY LTD,16/08/2023,2013900000387,,-90,-14.4
24756,Local,513212,Goods & Services,,P051737765Z,R D ENTERPRISES LIMITED SR,16/08/2023,2013900000390,,-6187.19,-989.95
